document_id,year,paper,document_type,source_text_file,extraction_quality,question_number,subquestion,marks,marks_all_found,question_text,question_char_count,segment_index,segmentation_status
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,5.0,5.7,18.0,"[2, 1, 2, 2, 4, 2, 2, 4, 2, 2, 4, 18]","5.7
82)(  xxh
xx 882 

882 2  xx

0882 2  xx

0442  xx

0)2( 2 x

2 x

15(2) 2f 

4)2( h

t 2
154

7
2t 

OR/OF
2
15)2( f

Tangent point of contact (2 ; 4)
t 8)12(2
14 2

t 2
154

7
2t 

OR/OF
1( ) 8g x x 

/2( ) 8g x x 

228 x 

2
11
4 x

2x

8 42y

(2 ; 4)R

21 ( 1) 82y x t   

214 (2 1) 82 t   

7
2t 


2x


(2)f

(2)h

answer
(4)
OR/OF

2x

(2)f

 h(2)

answer
(4)
OR/OF

 x = 2

 h(2)
 f(2)

answer (4)
[18]

Mathematics P1/Wiskunde V1 11 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief",658.0,7.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,6.0,6.1.1,3.0,[3],"6.1.1
 
n
i 1PA
6
120015001848,31991 



  r

6 ...04429,112001 



  r

...00725,01200 r

r = 8,7%

 n = 6
substitution into correct
formula

answer (3)",177.0,1.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,6.0,6.1.2,2.0,[2],"6.1.2
12
1200
7,811001 



  i

r = 9,06%
substitution into correct
formula
answer (2)",97.0,2.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,6.0,6.2.1,2.0,[2],"6.2.1
 in 1PA
 n2,01000010 

5n

substitution into correct
formula
answer (2)",88.0,3.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,6.0,6.2.2,4.0,[4],"6.2.2
  
i
ixF
n
11 

1200
7,8
11200
7,81
00020
60












 

x

x
R267,26

 i
 n
substitution into correct
formula

answer
(4)",160.0,4.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,6.0,6.3,16.0,"[5, 16]","6.3

  
i
ixP
n
 11

12
112,0
12
112,01100020
0006001 











 

n

n




  12
112,01175
56

75
19
12
112,01 



 
n










  75
19log
12
112,01
n

80,147 n

Tino will make 147 withdrawals of R20 000

i
substitution into correct
formula

correct use of logs


80,147 n

147n
(5)
[16]

Mathematics P1/Wiskunde V1 12 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief",528.0,5.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,7.0,7.1,5.0,"[4, 5, 5]","7.1
     
h
xfhxfxf
h

0
/ lim
     
h
xhxxf
h
22
0
/ 44lim 


  h
xhxhxxf
h
222
0
/ 4484lim 


  h
hxhxf
h
2
0
/ 48lim 


   
h
hxhxf
h
48lim
0
/ 


   hxxf
h
48lim
0
/ 


  xxf 8/ 

OR/OF
222 484)(4)( hxhxhxhxf 

)4(484)()( 222 xhxhxxfhxf 

248 hxh
     
h
xfhxfxf
h

0
/ lim

  h
hxhxf
h
2
0
/ 48lim 


   
h
hxhxf
h
48lim
0
/ 


   hxxf
h
48lim
0
/ 


  xxf 8/ 

substitution into correct
formula
 f (x+h) =
22 484 hxhx 

simplification

common factor

answer (5)
OR/OF
 f (x+h) =
22 484 hxhx 

simplification

substitution into correct
formula

common factor

answer (5)",702.0,1.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,7.0,7.2.1,2.0,[2],"7.2.1
xxxf 32)( 3 
36)( 2/  xxf


26x
– 3 (2)",51.0,2.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,7.0,7.2.2,3.0,[3],"7.2.2
 53 2 2.7  xxDx





  53
2
2.7 xxDx

63
1
103
14 
 xx


3
2
x

derivative with rational exp

610  x (3)",131.0,3.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,7.0,7.3,13.0,"[3, 13]","7.3
086 2  x
6
82 x

CV’s:
3
2x or
3
2x
Positive for :
3
2
3
2  x

CV’s:
2
3
x

answer (3)
[13]

Mathematics P1/Wiskunde V1 13 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief",276.0,4.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,8.0,8.1,4.0,"[9, 6, 9, 6, 4]","8.1
9123)( 2/  xxxf
09123 2  xx

0342  xx

0)1)(3(  xx

1or 3  xx

44)3(9)3(6)3()3( 23 f

04)1(9)1(6)1()1( 23 f


turning points are: (3 ; 4) and (1 ; 0)

9123)( 2/  xxxf


0)(/ xf

 both x-values

 both y-values
(4)",255.0,1.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,8.0,8.2,4.0,[4],"8.2

 y-intercept

 both x-intercepts

 both turning points

 shape

(4)",76.0,2.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,8.0,8.3,2.0,[2],"8.3
40  k or/of
(0 ; 4)k k between y-values
of turning points (2)",70.0,3.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,8.0,8.4,6.0,"[6, 6]","8.4
0126)(//  xxf

2x
Max at (2 ; 2)

3)2(/ f

 232  xy
or
  c 232
43)(  xxg

43)(  xxg

OR/OF
Point of inflection: x =
31
2


2x
Max at (2 ; 2)

3)2(/ f

 232  xy
or
  c 232
43)(  xxg

43)(  xxg

126)(//  xxf

// ( ) 0fx 
 x-value
 y-value
gradient at x-value

equation of tangent
(6)

OR/OF

31
2

 x-value
 y-value

gradient at x-value

equation of tangent (6)",417.0,4.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,8.0,8.5,18.0,"[2, 18]","8.5
3tan 
 57,71

 gradient of g
 answer (2)
[18]

x
y
f
4
4 1
(3 ; 4)
O

Mathematics P1/Wiskunde V1 14 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief",246.0,5.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,9.0,9.1,3.0,[3],"9.1
xb432
xb 432





  6432)8()( xxxA

3456( ) 432 6 480A x x x   

48064563)(  xxxA


xb 432


8( x )





  6432
x

(3)",153.0,1.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,9.0,9.2,4.0,"[3, 6, 8, 3, 4, 8, 3, 4, 3, 3, 4]","9.2
48064563)( 1   xxxA
64563)( 2
/  xxA

064563
2  x

264563 x

cm 24576 x


13456 6 480xx 


64563)( 2
/  xxA

answer
(3)
[6]

x
432

x
A
B C
D
6432x

x + 8

Mathematics P1/Wiskunde V1 15 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief

x
A
B C
D 3
3
3
3
4
4 4
4
432
x

x
A
B C
D
x + 8
4
4 4
4
432
x

3
3
x
432

x
A
B C
D
x

6432x

x + 8
3
3
3
3
 432 432total area 2( 8)(3) 2 4 ( )xx xx
             

432 432total area 2(4) 6 ( ) 6 xxx
            

 432 432total area 2( 8)(3) 2 4 ( )xx xx
             

 432 432total area 4(4)(3) 2( )(3) 2 (4)xx xx
             

3
4 4

Mathematics P1/Wiskunde V1 16 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief",923.0,2.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,10.0,10.1.1,2.0,[2],"10.1.1 P(A and B) = P(A) × P(B)

4
3
3
1

4
1


4
3
3
1

4
1
(2)",70.0,1.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,10.0,10.1.2,2.0,"[2, 2]","10.1.2 P(A or B) = P(A) + P(B) – P(A and B)
=
4
1
4
3
3
1 
=
6
5

OR/OF

P(A or B) =
1 1 1 5
12 4 2 6  

 substitution

 answer
(2)
OR/OF

 substitution

 answer
(2)",174.0,2.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,10.0,10.2.1,3.0,[3],"10.2.1

 branch 1 with probabilities

 branch 2 with probabilities

 branch 3 with probabilities

(3)",104.0,3.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,10.0,10.2.2,3.0,[3],"10.2.2 P(NOT below 0o)
= P(S; NOT below 0o) + P(NS ; NOT below 0o)
= 0,05 × 0,28 + 0,95 × 0,65
= 0,6315

 value of
P(S; NOT below 0o)
 value of
P(NS ; NOT below 0o)
 answer
(3)",179.0,4.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,10.0,10.3.1,1.0,[1],"10.3.1 n(S) =
!10 
!10 (1)

S
No S
0,05
0,95
B
Not B
B
Not B
0,72
0,28
0,35
0,65
A B
1
12

1
4
1
2

Mathematics P1/Wiskunde V1 17 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou",229.0,5.0,ok
2023_nov_p1_memo_maths,2023,P1,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P1_memo.txt,good,10.0,10.3.2,15.0,"[4, 4, 15]","10.3.2 4 Options;
2 ×8 ×7 × 6 ×5 ×4 ×1 ×3 ×2 ×1 = 80 640
8 ×2 ×7 × 6 ×5 ×4 ×3 ×1 ×2 ×1 = 80 640
8 ×7 ×2 × 6 ×5 ×4 ×3 ×1 ×1 ×1 = 80 640
8 ×7 × 6 ×2 ×5 ×4 ×3 ×2 ×1 ×1 = 80 640

Total number of possibilities = 322 560

P(5 learners in between) =
45
4
!10
560322 

OR/OF

2 ×8 ×7 × 6 ×5 ×4 ×1 ×3 ×2 ×1
4 possible starting positions
560322)1!82(4 

8(8!) = 322 560
P(5 learners in between) =
45
4
!10
560322 


(2 8!)

4(2 × 8!) or 322 560


322 560
n(S) (4)

OR/OF


(2 8!)

4(2 × 8!) or 322 560


322 560
n(S)
(4)
[15]

TOTAL/TOTAAL: 150",550.0,6.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,1.0,1.1,,[],1.1,3.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,1.0,1.2,,[],1.2,3.0,2.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,1.0,1.3,,[],1.3,3.0,3.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,1.0,1.4,,[],1.4,3.0,4.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,1.0,1.5,,[],"1.5

Determine the equation of the least squares regression line for the data.

If a truck driver travelled 550 km, predict the amount of time (in minutes) that he
should rest before continuing his journey.

Write down the correlation coefficient for the data.
Interpret your answer to QUESTION 1.3.

At each stop, the truck driver spent money buying food and other refreshments. The
amount spent (in rands) is given in the table below.

pe T= P= [= [= [° [Do",459.0,5.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,1.0,1.5.1,,[],1.5.1 Calculate the mean amount of money he spent at each stop.,63.0,6.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,1.0,1.5.2,,[],1.5.2 Calculate the standard deviation for the data.,52.0,7.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,1.0,1.5.3,12.0,"[3, 2, 2, 12]","1.5.3 At how many stops did the driver spend an amount that was less than one

standard deviation below the mean?

Copyright reserved Please turn over

(3)

(2)
@)
q)

Q)
()

(2)
[12]

Mathematics/P2 4 DBE/November 2023

NSC",224.0,8.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,2.0,2.1,,[],2.1,3.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,2.0,2.2,,[],2.2,3.0,2.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,2.0,2.3,,[],2.3,3.0,3.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,2.0,2.4,3.0,"[4, 3]","2.4

NUMBER OF GLASSES OF NUMBER OF STAFF
WATER DRANK PER DAY MEMBERS

Complete the cumulative frequency column provided in the table in the ANSWER
BOOK.

How many staff members were interviewed?
How many staff members drank fewer than 6 glasses of water during a school day?

The staff committee observed that k teachers were absent on the day of the
interviews. It was found that half of these k teachers drank from 0 to fewer than
2 (that is O<x<2) glasses of water per day, while the remainder of them drank
from 4 to fewer than 6 (that is 4<x<6) glasses of water per day. When these k
teachers are included in the data, the estimated mean is 4 glasses of water per staff
member per day.

How many teachers were absent on the day of the interviews?

Copyright reserved Please turn over

2)
a)
()

(4)
[3]

Mathematics/P2 5 DBE/November 2023
NSC",848.0,4.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.1,2.0,[2],3.1 Calculate the length of SL. Leave your answer in surd form. (2),67.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.2,2.0,[2],3.2 Calculate the gradient of SN. (2),37.0,2.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.3,2.0,[2],"3.3 Calculate the size of @, the angle of inclination of SN. (2)",64.0,3.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.4,3.0,[3],3.4 Calculate the size of LNS. (3),34.0,4.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.5,,[],"3.5 Determine the equation of the line which passes through L and is parallel to SN.

Write your answer in the form y=mxte. GB)",127.0,5.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.6,,[],3.6 Calculate the area of ALSN. G),34.0,6.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.7,,[],"3.7 Calculate the coordinates of point P, which is equidistant from L, S and N. 6))",83.0,7.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.8,20.0,"[2, 20]","3.8 Calculate the size of LPS. (2)

[20]

Copyright reserved Please turn over

Mathematics/P2 6 DBE/November 2023
NSC",117.0,8.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,4.0,4.1,2.0,[2],"4.1 Given that D(p ;-2) lies on the smaller circle, show that p= 4. (2)",71.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,4.0,4.2,4.0,[4],"4.2 E(6 ; 2) is the midpoint of DF. Determine the coordinates of F. Q)
43 Determine the equation of the common tangent, DF, in the form y=mx+tc. (4)
44 Calculate the value of t. Show ALL working. @G)",199.0,2.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,4.0,4.5,4.0,[4],4.5 Determine the equation of the larger circle in the form ax’ +by’ +ext+dy+e=0. (4),85.0,3.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,4.0,4.6,,[],"4.6 The smaller circle must be translated by & units along the x-axis to touch the larger

circle internally. Calculate the possible values of k. an

Copyright reserved Please turn over

Mathematics/P2 7 DBE/November 2023
NSC",225.0,4.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1,,[],"5.1 Given: sinB= ; , where f£ € (90° ; 270°)

Without using a calculator, determine each of the following:",106.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1.1,,[],5.1.1 cos B G3),15.0,2.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1.2,,[],5.1.2 sin 2p QB),16.0,3.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.13,,[],"5.13 cos(450°— #) 3)
. cos’ x +sin? x.cos” x",44.0,4.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2,,[],"5.2 Given; —————_
1+sinx
cos’ x+sin’ x.cos” x .",47.0,5.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2.1,4.0,[4],"5.2.1 Prove that —————-—_ = 1-sinx 4
1+sinx (4)",47.0,6.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2.2,2.0,[2],"5.2.2 For what value(s) of x in the interval x €[0° ; 360°] is
cos’ x+sin? x.cos” x
l+sinx undefined? (2)",105.0,7.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2.3,2.0,[2],"5.2.3 Write down the minimum value of the function defined by
_ cos’ x+sin” x.cos” x
l+sinx (2)",95.0,8.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.3,,[],5.3 Given: cos(A —B) = cosAcosB + sinAsinB,42.0,9.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.3.1,3.0,[3],5.3.1 Use the above identity to deduce that sin(A — B) = sinAcosB — cosAsinB (3),80.0,10.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.3.2,5.0,[5],"5.3.2 Hence, or otherwise, determine the general solution of the equation
sin 48° cos x — cos 48° sin x = cos 2x (5)
sin3x+sin",126.0,11.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.4,6.0,[6],"5.4 Simplify — to a single trigonometric ratio.
cos2x+1 (6)

[31]

Copyright reserved Please turn over

Mathematics/P2 , 8 DBE/November 2023
NSC",144.0,12.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.1,,[],6.1 Write down the period of f qd),34.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.2,2.0,[2],6.2 Determine the range of g in the interval x € [0° ; 180°]. (2),65.0,2.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3,,[],"6.3 Determine the values of x, in the interval x € [0° ; 180°], for which:",74.0,3.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3.1,2.0,[2],6.3.1 f (x).g(x)>0 (2),22.0,4.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3.2,2.0,[2],6.3.2 J (x)+150 (2),19.0,5.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.4,3.0,[3],"6.4 Another graph p is defined as p(x) =—f (x). D(k;~-1) lies on p. Determine the

value(s) of & in the interval x € [0° ; 180°]. (3)",133.0,6.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.5,12.0,"[2, 12]","6.5 Graph h is obtained when g is translated 45° to the left. Determine the equation

of h. Write your answer in its simplest form. (2)

[12]

Copyright reserved Please turn over

Mathematics/P2 9 DBE/November 2023
NSC",218.0,7.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,7.0,,7.0,"[2, 7]","QUESTION 7

In the diagram, S, T and K lie in the same horizontal plane. RS is a vertical tower. The

angle of depression from R to K is £. TSK = a, TS = p metres and the area of
ASTK is g m2.

T
TA Determine the length of SK in terms of p, q and a. (2)
72 Showthat RS=224 Q)

psina
73 Calculate the size of a if a<90° and RS=70m, p=80m, qg=2500 m? and

B = 42°, @)
[7]

Copyright reserved Please turn over

Mathematics/P2 10 DBE/November 2023

NSC",448.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.1,5.0,[5],"8.1 In the diagram, O is the centre of the circle.
K
P
T

Use the diagram above to prove the theorem which states that the angle subtended by
a chord at the centre of the circle is equal to twice the angle subtended by the same
chord at the circumference, that is, prove that TOP=2TKP. (5)",289.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.2,5.0,[5],"8.2 In the diagram, O is the centre of the circle and ABCD is a cyclic quadrilateral.
OB and OD are drawn.

A

If 0, =4x+100° and C=x+34° , calculate, giving reasons, the size of x. (5)

Copyright reserved Please turn over

Mathematics/P2 ll DBE/November 2023
NSC",263.0,2.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.3,,[],"8.3 In the diagram, O is the centre of the larger circle. OB is a diameter of the smaller
circle. Chord AB of the larger circle intersects the smaller circle at M and B.

A B",174.0,3.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.3.1,2.0,[2],8.3.1 Write down the size of OMB. Provide a reason. (2),55.0,4.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.3.2,16.0,[16],"8.3.2 If AB=~7300 units and OM=5 units, calculate, giving reasons, the
length of OB. 4)
[16]

Copyright reserved Please turn over

Mathematics/P2 12 DBE/November 2023
NSC",170.0,5.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.1,3.0,[3],"9.1 Calculate, with reasons, the length of FB. (3)",50.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.2,3.0,[3],"9.2 Prove, with reasons, that AEDF ||| AEAB. (3)",48.0,2.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.3,6.0,[6],"9.3 Calculate, with reasons, the length of FC. (6)

19]

Copyright reserved Please turn over

Mathematics/P2 13 DBE/November 2023
NSC",133.0,3.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.1,,[],"10.1 §,=8, 6)",13.0,1.0,ok
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.2,4.0,[4],10.2 SMRC isa cyclic quadrilateral (4),38.0,2.0,ok
