document_id,year,paper,document_type,source_text_file,extraction_quality,question_number,subquestion,marks,marks_all_found,question_text,question_char_count,segment_index,segmentation_status,question_id,topic,subtopic,mapping_method,rule_id,mapping_confidence,taxonomy_version
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1,,[],5.1 It is given that tan 50° =k. Express EACH of the following in terms of £:,77.0,1.0,ok,2025_nov_p2_exam_maths__Q5__5.1,Trigonometry,Equations,rule,trig,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1.3,4.0,[4],"5.1.3 sin 10° (4)
i Oo Oo
PP Given: sin (540 £2).cos(0 +x)
sin(—x)",66.0,3.0,ok,2025_nov_p2_exam_maths__Q5__5.1.3,Trigonometry,Equations,rule,trig,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.11,5.0,"[2, 5]","5.11 cos 40° (2)
512 2sin 25°.cos 25° (5)
—2+4sin’ 25°",54.0,2.0,ok,2025_nov_p2_exam_maths__Q5__5.11,Trigonometry,Equations,rule,trig,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2.1,4.0,[4],5.2.1 Simplify the expression above fully to a single trigonometric ratio. (4),78.0,4.0,ok,2025_nov_p2_exam_maths__Q5__5.2.1,Trigonometry,Equations,rule,trig,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2.2,17.0,"[2, 17]","5.2.2 Hence, determine the values of x in the interval x <[0°;360°] for which
in(540°+ x). 90°+
cat ea] gos(0""+2)! val beveal. (2)
sin(-x)
[17]",143.0,5.0,ok,2025_nov_p2_exam_maths__Q5__5.2.2,Trigonometry,Equations,rule,trig,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.1,6.0,[6],"6.1 Prove that: [ tan (180°- x)] (1 —cos x) + cos’ x= (6)
—cos x",64.0,1.0,ok,2025_nov_p2_exam_maths__Q6__6.1,Trigonometry,Equations,rule,trig,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.2,13.0,"[7, 13]","6.2 It is given that sin’ x ; cos’x and ssi 2x are the first three terms of an arithmetic
sequence. The constant difference of the arithmetic sequence is NOT zero.
Determine the general solution for x. (7)
[13]

Copyright reserved Please turn over

Mathematics/P2 8 DBE/November 2025
NSC Confidential",300.0,2.0,ok,2025_nov_p2_exam_maths__Q6__6.2,Trigonometry,Equations,rule,trig,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,7.0,7.2,10.0,"[3, 1, 1, 4, 10]","7.2 On the set of axes provided in the ANSWER BOOK, draw the graph of
g(x)=tan2x-1 for xe[-135°; 135°]. (3)
73 Graph /f is translated 45° to the left to form graph h. Determine the equation of h
in its simplest form. (1)
74 Write down the range of h. (1)
75 Determine the values of x for which (1—tan2x)(cos2x)>0 in the interval
x [0° ; 135°]. (4)
[10]

Copyright reserved Please turn over

Mathematics/P2 9 DBE/November 2025

NSC Confidential",443.0,1.0,ok,2025_nov_p2_exam_maths__Q7__7.2,Functions & Graphs,Graph interpretation,rule,fn,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.2,,[],8.2,3.0,2.0,ok,2025_nov_p2_exam_maths__Q8__8.2,Functions & Graphs,Graph interpretation,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.3,,[],8.3,3.0,3.0,ok,2025_nov_p2_exam_maths__Q8__8.3,Functions & Graphs,Graph interpretation,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.4,4.0,"[2, 2, 2, 4]","8.4

BKLC isa horizontal base having KBC=104° and BKC =52,6°.

The rectangular backdrop, ABCD, is vertical to the horizontal base and must have an area
of 648 cm’.

The sides of ABCD must be in the ratio AB: BC=1: 2.

The stage must be partly enclosed with triangular sides ABK and DCL.

Area = 648 em

K L

Show that AB = 18 cm. (2)
Calculate the length of AC. (2)
Calculate the length of diagonal KC. (2)
If AB=BK, calculate the size of KAC. (4)

[10}

Copyright reserved Please tum over

Mathematics/P2 10 DBE/November 2025
NSC Confidential

Provide reasons for your statements in QUESTIONS 9, 10 and 11.",607.0,4.0,ok,2025_nov_p2_exam_maths__Q8__8.4,Functions & Graphs,Graph interpretation,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.2,,[],"9.2 In the diagram, O is the centre of the circle. POF is the diameter of the circle and
MF is a tangent to the circle at F. OM cuts the circle at L. P=32°,

P
32°
1
2 oO
L
M F
Calculate, with reasons, the size of:",214.0,2.0,ok,2025_nov_p2_exam_maths__Q9__9.2,Calculus,Cubic graphs,rule,calc_more,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.2.1,2.0,[2],"9.2.1 0, (2)",12.0,3.0,ok,2025_nov_p2_exam_maths__Q9__9.2.1,Calculus,Cubic graphs,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.2.2,10.0,"[3, 10]","9.2.2 M (3)

[10]

Copyright reserved Please turn over

Mathematics/P2 12
NSC Confidential",90.0,4.0,ok,2025_nov_p2_exam_maths__Q9__9.2.2,Calculus,Cubic graphs,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.2,,[],10.2 Prove that PQ || SR.,25.0,2.0,ok,2025_nov_p2_exam_maths__Q10__10.2,Calculus,Cubic graphs,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.3,8.0,"[3, 3, 2, 8]","10.3 Prove that PT is a diameter of the circle.

Copyright reserved

Please turn over

(3)
(3)

(2)
[8]

Mathematics/P2 13 DBE/November 2025
NSC Confidential",157.0,3.0,ok,2025_nov_p2_exam_maths__Q10__10.3,Calculus,Cubic graphs,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,11.0,11.1.3,,[],"11.1.3 ——_——— 4
Area of GFDA

Copyright reserved Please turn over

Mathematics/P2 14 DBE/November 2025
NSC Confidential",119.0,2.0,ok,2025_nov_p2_exam_maths__Q11__11.1.3,Calculus,Cubic graphs,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,11.0,11.2,,[],"11.2 In the diagram, WVZR is a cyclic quadrilateral. RZ is produced to Q. A tangent is
drawn from Q to touch the circle at S. WV is produced to E, a point on ZQ.
RW produced meets ZV produced in P. PQ || WE. RS and ZS are drawn.

P

Q

Prove, with reasons, that:

_ PW.QR",271.0,3.0,ok,2025_nov_p2_exam_maths__Q11__11.2,Euclidean Geometry,Circle geometry,rule,euclid,high,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,11.0,11.2.1,2.0,[2],11.2.1 PR cE (2),16.0,4.0,ok,2025_nov_p2_exam_maths__Q11__11.2.1,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,11.0,11.2.2,3.0,"[1, 3]","11.2.2 If APQZ||| ARQP, then PQ? =RQ.QZ (1)
11.2.3. AQSZ ||| AQRS (3)",69.0,5.0,ok,2025_nov_p2_exam_maths__Q11__11.2.2,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2
2025_nov_p2_exam_maths,2025,P2,exam,data\processed\ocr\text\2025_nov_p2_exam_maths_ocr.txt,ocr_good,11.0,11.2.4,4.0,"[3, 4]","11.2.4 PQ=QS (3)
125 PW= a (4)
[23]

TOTAL: 150

Copyright reserved

Mathematics/P2

DBE/November 2025

NSC Confidential

INFORMATION SHEET
ea bt ve’ —4ac
2a
A=P( 4ni) A= P(\-ni) 4=P(-i"" A= P(+i)""
T, =a+{n-1)d 8, => Rat (-Dd]

T, =ar™"" 5-0 =) grat S,=—

r-1

p= x= (4 i)”

lx) = Jim LEV -L@)
H9= py

i
d= \(%, -x,) +0 -y,y

yemxtc y-y, =m(x-m)

(x-a) +(y-by =P?

In AaBc: 2 =? = ©
snA sinB sinC

a’? =b’ +e? —2be.cos A

area AABC = ab.sinC

sin (@ + B) =sina.cos 8 +cosa.sin B

cos(@+ B) =cosa..cos # -sina.sin B
cos’ a—sin’ @

cos2a@ =41-2sin’ @

2cos’ a-1

Copyright reserved

3 -l<r<l
l-r
X, +X, W+tY,
2° 2
m=22-""1 m=tan@
xy %

sin(a — 8)=sin a.cos f —cosa.sin B

cos(a— £) =cosa.cos f +sina.sin B

sin 2a = 2sina.cosa

n

> (x; ~ x)

o’ =wisl
n

P(A or B) = P(A) + P(B) — P(A and B)

dX &-¥hy- 7)

baa
Yi@- x)",813.0,6.0,ok,2025_nov_p2_exam_maths__Q11__11.2.4,Trigonometry,Equations,rule,trig,high,v1.2
