year,document_id,paper,question_number,subquestion,marks,question_text,segmentation_status,topic_v2,subtopic_v2,mapping_method_v2,mapping_confidence_v2,signature_id_v2,_source,inherited_v2,inherited_from_v2,source_type,document_type,source_text_file,extraction_quality,marks_all_found,question_char_count,segment_index,question_id,topic,subtopic,mapping_method,rule_id,mapping_confidence,taxonomy_version
2016,2016_nov_p2_exam_maths,P2,5.0,5.4.1,3.0,cosB,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,5.0,5.4.2,2.0,sinB,ok,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,5.0,5.4.3,,"cos (B + 45°) (4)
[21]
Copyright reserved Please turn over

===== Page 8 =====
Mathematics/P2 8 DBE/November 2016
NSC",missing_marks,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,6.0,6.1,4.0,"On the same set of axes, sketch the graphs of f and_ g, clearly showing ALL
intercepts with the axes.",ok,FUNC,,signature,medium,nsc_graph_interp,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,6.0,6.2,2.0,"Write down the equation of g' (x), the inverse of g, inthe form y=...",ok,FUNC,,signature,high,nsc_inverse,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,6.0,6.3,3.0,"Explain how you will use QUESTION 6.1 and/or QUESTION 6.2 to solve the
equation log, (3 ~ x) =X.",ok,FUNC,,signature,high,nsc_log_graph,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,6.0,6.4,10.0,"Write down the solution to log, (3— x)= x. (1)",ok,FUNC,,signature,high,nsc_log_graph,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,6.0,6.1,3.0,"On the system of axes on which / is drawn in the ANSWER BOOK, draw the graph
of g(x)=—cos2x for x € [-180° ; 180°]. Clearly show all intercepts with the axes,
the coordinates of the turning points and end points of the graph.",ok,CALC,,struct,medium,STRUCT_CALC,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,6.0,6.2,4.0,"Write down the maximum value of /(x)-—3. (2)
G2 Determine the general solution of f(x) = g(x).",ok,TRIG,,signature,high,general_solution,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,6.0,6.4,,"Hence, determine the values of x for which /(x)< g(x) in the interval
x € [—180° ; 0°]. (3)
[12]
Copyright reserved Please turn over

===== Page 9 =====
Mathematics/P2 9 DBE/November 2016
NSC",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,7.0,7.3,5.0,"If Thabiso paid R9 000 as his monthly instalment starting on 1 September 2016,
how many months sooner will he repay the loan?",ok,FIN,,signature,high,nsc_loan,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,7.0,7.4,,"If Thabiso paid R9 000 as a monthly instalment starting on 1 September 2016,
calculate the final instalment to repay the loan. (4)
[15]
Copyright reserved Please turn over

===== Page 8 =====
Mathematics/P 1 8 DBE/November 2016
NSC",missing_marks,FIN,,signature,high,nsc_loan,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,7.0,7.1,,"Calculate the length of OB. (3)
3
dz Show that cos@ =—_————
21” 4: a
2 (5)
im If the volume of the pyramid is 15 m° , calculate the value of @. (4)
[12]
Copyright reserved Please turn over

===== Page 10 =====
Mathematics/P2 10 DBE/November 2016
NSC
Give reasons for ALL statements and calculations in QUESTIONS 8, 9 and 10.",missing_marks,FUNC,,signature,medium,nsc_length,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,8.0,8.1,5.0,Determine f’(x) from first principles if f(x) =3x?,ok,CALC,,signature,high,nsc_first_principles,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,8.0,8.2,2.0,"John determines g’(a), the derivative of a certain function g at x =a, and arrives
. V4+h-2
at the answer: -—
Write down the equation of g and the value of a.",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,8.0,8.3,,"Determine wy if y= vx? - z (4)
dx x",missing_marks,ALG,,struct,high,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,8.0,8.4,,"g(x)=-8x+20 isa tangent to f(x)=x°>+ax’+bx+18 at x = 1. Calculate the
values of a and 5b. (5)
[16]",missing_marks,CALC,,signature,high,tangent_gradient,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,8.0,8.1,,"In the diagram below PQRT is a cyclic quadrilateral having RT || QP. The tangent
at P meets RT produced at S. QP = QT and PTS = 70°.
S
“*",stem,CALC,,signature,high,tangent_gradient,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,8.0,8.1.1,1.0,"Give a reason why P, = 70°.",ok,EUCL,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,8.0,8.1.2,,"Calculate, with reasons, the size of:
(a2) Q, (3)
(b) PB, (2)
Copyright reserved Please turn over

===== Page 11 =====
Mathematics/P2 1] DBE/November 2016
NSC",missing_marks,EUCL,,signature,high,with_reasons,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,8.0,8.2,,"A, B and C are points on the circle having centre O. S and T are points on AC
and AB respectively such that OS | AC and OT | AB. AB = 40 and AC = 48.
C
A
OE,
B",stem,AGEO,,signature,high,circle_equation,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,8.0,8.2.1,1.0,Calculate AT.,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,8.0,8.2.2,,"If OS= “or, calculate the radius OA of the circle. (5)
[12]
Copyright reserved Please turn over

===== Page 12 =====
Mathematics/P2 12 DBE/November 2016
NSC",missing_marks,AGEO,,signature,high,circle_equation,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,9.0,9.1,3.0,Calculate the x-coordinates of the stationary points of f.,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,9.0,9.2,3.0,For which values of x is f concave down?,ok,CALC,,signature,high,nsc_concave,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,9.0,9.3,2.0,Determine the values of x for which f is strictly increasing.,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,9.0,9.4,13.0,"If it is further given that f(x)=ax'+bx?+cx+d and f(0)=~-18, determine the
equation of f. (5)",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,9.0,9.1,,Give a reason why EACH of the following is TRUE:,stem,EUCL,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,9.0,9.1.1,1.0,"B, =x",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,9.0,9.1.2,1.0,"BCD =B,",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,9.0,9.2,2.0,"Prove that BCDE is a cyclic quadrilateral. (2)
93 Which TWO other angles are each equal to x?",ok,EUCL,,signature,high,cyclic_quad,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,9.0,9.4,,"Prove that B, =C,. (3)
[9]
Copyright reserved Please turn over

===== Page 13 =====
Mathematics/P2 13 DBE/November 2016
NSC",missing_marks,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,10.0,10.1,2.0,"Determine the number of molecules of the drug in the bloodstream 3 hours after the
drug was taken.",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,10.0,10.2,3.0,"Determine the rate at which the number of molecules of the drug in the bloodstream is
changing at exactly 2 hours after the drug was taken.",ok,CALC,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,10.0,10.3,,"How many hours after taking the drug will the rate at which the number of molecules
of the drug in the bloodstream is changing, be a maximum? (3)
[8]
Copyright reserved Please turn over

===== Page 9 =====
Mathematics/P 1 9 DBE/November 2016
NSC",missing_marks,CALC,,signature,medium,nsc_maximum,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,10.0,10.1,,"In the diagram APQR is drawn. S and T are points on sides PQ and PR
respectively such that ST || QR.
P
S -
Q R
Prove the theorem which states that re = il ‘ (6)
SQ TR
Copyright reserved Please turn over

===== Page 14 =====
Mathematics/P2 14 DBE/November 2016
NSC",missing_marks,EUCL,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,10.0,10.2,1.0,"In the diagram HLKF is a cyclic quadrilateral. The chords HL and FK are produced
to meet at M. The line through F parallel to KL meets MH produced at G.
MK =x, KF = 2x, ML=y and LH=HG.
M
a
L
: Aas is H
G
F
1034 Give a reason why GFM = LKM.",stem,EUCL,,signature,high,cyclic_quad,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,10.0,10.2.2,,"Prove that:
(a) GH=y (3)
(b) AMFH]|||AMGF (5)
(©) GF _3x
FH 2y (2)
y 3",missing_marks,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p2_exam_maths,P2,10.0,10.2.3,,"Show that — = ,/—
P 4 2 (3)
[20]
TOTAL: 150
Copyright reserved

===== Page 15 =====
Mathematics/P2 DBE/November 2016
NSC
INFORMATION SHEET
ve —~b+yb"" —4ac
2a
A= P(l+ni) A= P(1—ni) A= P(1-i)"" A= P(i+i)”
T, =a+(n-l)d S, = 52a +(n—-1)d]
eT a S _ alr"" -1) eA S, =7—3 -l<r<l
n r- 1 —-r
Pe (el p_sl-d+iy"")
i i
.. Jxt+h-f@)
'(x) = im
#) h>0 h
X, +X, yy t+y
d= (x, -x,)? +0,-y,)” M fe he
Z 2
_ _ y27V1 _
y=mxt+ce y-y, =m(x-x,) Ce ee m=tan@
a |
snA sinB© sinC
a’ =5* +e"" —2bc.cos A
area AABC = 5abssin
sin(a + B) = sina.cos# + cosa.sin B sin(a — B) = sina.cos#—cosa.sinB
coda + B) =cosa@.cosf—sina.sin PB cofa - B) =cosa@.cosf+sina.sinB
cos* a—sin’a
cos2@ =41-—2sin’a sin2a@ = 2sina.cosa
2cos’? a—1
x == oo =
n n
n(A) _
P(A) = 78) P(A or B) = P(A) + P(B) — P(A and B)
n
x-x\Ky-y
p=atbx 5 - =P) Ky=9)
Yor-3)
Copyright reserved",missing_marks,ALG,,struct,medium,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,11.0,11.1,,"Calculate the values of a and b. (2)
LL Are the events ‘being a male’ and 'did not watch TV during examinations’ mutually
exclusive? Give a reason for your answer. (2)
LL If a learner who participated in this survey is chosen at random, what is the
probability that the learner:",missing_marks,PROB,,signature,medium,nsc_probability,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,11.0,11.3.1,2.0,Watched TV in the period during which the examinations were written?,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,11.0,11.3.2,8.0,"Is not a male and did not watch TV in the period during which
examinations were written? (2)",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2016,2016_nov_p1_exam_maths,P1,12.0,12,,"QUESTION 12
The digits 1 to 7 are used to create a four-digit code to enter a locked room. How many
different codes are possible if the digits may not be repeated and the code must be an even
number bigger than 5 000? [5]
TOTAL: 150
Copyright reserved

===== Page 10 =====
Mathematics/P 1 DBE/November 2016
NSC
INFORMATION SHEET
—_ —~b+Vb? —4ac
2a
A= P(l+ni) A= P(\-ni) A= P(1-i)’ A= P(1+i)”
T, =a+(n-l)d S, = 5Ra+@-d]
Z, =r S _ alr” -1) srs | S,=— +; -lerei
"" r=] l-r
+i -1] p_al-0+)""|
i i
h>0 h
x, +x, yty
d= (x, -x,)° +(y, -y,y M oe bias
2 2
y=mx+c y-y, =mM(x—-x,) ee 2A. m = tan @
ae
(x—a)' +(y-by =r? page Heat.
sinA sinB sinC
a’ =b’? +c? —2bc.cos A
area AABC = sabesinc
sin(a + ) = sina.cosf# +cosa.sin B sin(a - B) = sina.cosB —cosa.sinB
cota + B)=cosa.cos$ —sina.sin B cosa — 8) =cosa.cos#+sina.sin B
cos’ a@-—sin’ a
cos2a =41-2sin’ a sin2a = 2sina.cosa
2cos’ a-
~e, ~ay
e= y o? =
n n
n(A) _
P(A)=— P(A or B) = P(A) + P(B) — P(A and B)
n(S)
x-x\y-y
yp=athbx p= due 2-9) Ky=9)
Yo-%
Copyright reserved",no_sub_markers,PROB,,signature,high,nsc_no_repeat,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,1.0,1.1,,Solve for x:,stem,ALG,,signature,high,nsc_solve_x,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,1.0,1.1.1,3.0,x? +9x+14=0,ok,ALG,,struct,high,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,1.0,1.1.2,4.0,"4x°+9x-3=0 (correct to TWO decimal places) (4)
11300 Vx?-5 =2vx",ok,ALG,,struct,high,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,1.0,1.2,6.0,"Solve for x and y if:
3x-y=4 and x*4+2xy-y? =-2",ok,ALG,,signature,high,nsc_solve_x,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,1.0,1.3,,Given: (x)= x? +8x+16,stem,ALG,,struct,high,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,1.0,1.3.1,3.0,Solve for x if f(x) >0.,ok,ALG,,signature,high,nsc_solve_x,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,1.0,1.3.2,,"For which values of p will f (x) = p have TWO unequal negative roots? (4)
[24]",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,1.0,1.1,3.0,Determine the values of a and 3b.,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,1.0,1.2,2.0,"An athlete runs the 100 metre sprint in 11,7 seconds. Use »=a+bx to predict the
distance of the best long jump of this athlete.",ok,AGEO,,signature,high,distance,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,1.0,1.3,,"Another athlete completes the 100 metre sprint in 12,3 seconds and the distance of his
best long jump is 7,6 metres. If this is included in the data, will the gradient of the
least squares regression line increase or decrease? Motivate your answer without any
further calculations. (2)
[7]
Copyright reserved Please turn over

===== Page 4 =====
Mathematics/P2 4 DBE/November 2017
NSC",missing_marks,STAT,,signature,high,regression,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,2.0,2.1,,Given the following quadratic number pattern: 5 ; —-4 ; -19 ; 40; ...,stem,SEQ,,signature,high,nsc_quadratic_pattern,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,2.0,2.1.1,4.0,"Determine the constant second difference of the sequence. (2)
212 Determine the n"" term (T,) of the pattern.",ok,SEQ,,signature,high,second_difference,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,2.0,2.1.3,3.0,Which term of the pattern will be equal to —25 939?,ok,SEQ,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,2.0,2.2,,The first three terms of an arithmetic sequence are 2k-—7 ; k+8 and 2k-1.,stem,SEQ,,signature,high,nsc_arithmetic_seq,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,2.0,2.2.1,5.0,Calculate the value of the 15” term of the sequence.,ok,SEQ,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,2.0,2.2.2,,"Calculate the sum of the first 30 even terms of the sequence. (4)
[138]",missing_marks,SEQ,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,2.0,2.1,,Calculate:,stem,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,2.0,2.1.1,2.0,The mean of the data,ok,STAT,,signature,medium,mean,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,2.0,2.1.2,3.0,The interquartile range of the data,ok,STAT,,signature,high,iqr,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,2.0,2.2,2.0,"The standard deviation of the times taken by the girls is 5,94. How many girls took
longer than ONE standard deviation from the mean to name the colours?",ok,STAT,,signature,high,standard_dev,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,2.0,2.3,3.0,"Draw a box and whisker diagram to represent the data on the number line provided in
the ANSWER BOOK.",ok,STAT,,signature,high,box_whisker,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,2.0,2.4,,"The five-number summary of the times taken by a group of 23 boys in naming the
colours of the rectangles correctly is (15 ; 21 ; 23,5 ; 26 ; 38).",stem,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,2.0,2.4.1,1.0,"Which of the two groups, girls or boys, had the lower median time to
correctly name the colours of the rectangles?",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,2.0,2.4.2,,"The first three learners who named the colours of all 30 rectangles
correctly in the shortest time will receive a prize. How many boys will be
among these three prizewinners? Motivate your answer. (2)
[13]
Copyright reserved Please turn over

===== Page 5 =====
Mathematics/P2 5 DBE/November 2017
NSC",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,3.0,3.1,2.0,"If T,+T, =2, write down an expression for a in terms of +.",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,3.0,3.2,,"Calculate the values of a and r. (6)
[8]
Copyright reserved Please turn over

===== Page 4 =====
Mathematics/P1 4 DBE/November 2017
NSC",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,3.0,3.1,,Calculate:,stem,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,3.0,3.1.1,4.0,The equation of AC in the form y=mx+e,ok,AGEO,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,3.0,3.1.2,3.0,The coordinates of G if the equation of BG is 7x— 10y=8,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,3.0,3.2,2.0,Show by calculation that the coordinates of A is (2 ; 5).,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,3.0,3.3,4.0,Prove that EF || BG.,ok,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,3.0,3.4,,"ABCD is a parallelogram with D in the first quadrant. Calculate the coordinates of D. (4)
[17]
Copyright reserved Please turn over

===== Page 6 =====
Mathematics/P2 6 DBE/November 2017
NSC",missing_marks,FUNC,,signature,high,nsc_log_graph,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,4.0,4.1,5.0,"The gradient of the tangent to the graph of f at the point [-1 ; z) is 3.
Show that a= ; and b=2.",ok,CALC,,signature,high,tangent_gradient,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,4.0,4.2,3.0,Calculate the x-intercepts of f.,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,4.0,4.3,3.0,Calculate the coordinates of the turning point of £,ok,CALC,,struct,medium,STRUCT_CALC,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,4.0,4.4,4.0,"Sketch the graph of /. Clearly indicate ALL intercepts with the axes and the turing
point.",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,4.0,4.5,2.0,"Use the graph to determine the values of x for which f(x)> 6. (3)
46 Sketch the graph of g(x) =-x-—1 on the same set of axes as f. Clearly indicate
ALL intercepts with the axes.",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,4.0,4.7,,"Write down the values of x for which /(x).g(x) <0. (3)
[23]
Copyright reserved Please turn over

===== Page 5 =====
Mathematics/P 1 5 DBE/November 2017
NSC",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,4.0,4.1,,Determine:,stem,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,4.0,4.1.1,4.0,The gradient of SR,ok,AGEO,,signature,high,gradient,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,4.0,4.1.2,2.0,The equation of SR in the form y = mx +c,ok,AGEO,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,4.0,4.1.3,4.0,"The equation of the circle in the form (x—a)’ +(y—b) =r""",ok,AGEO,,signature,high,circle_equation,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,4.0,4.1.4,3.0,The size of PKR,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,4.0,4.1.5,2.0,The equation of the tangent to the circle at K in the form y = mx +c,ok,CALC,,signature,high,tangent_gradient,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,4.0,4.2,3.0,"Determine the values of t¢ such that the line y = = +t cuts the circle at two different
points.",ok,AGEO,,signature,high,circle_equation,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,4.0,4.3,,"Calculate the area of ASMK. (5)
[23]
Copyright reserved Please turn over

===== Page 7 =====
Mathematics/P2 7 DBE/November 2017
NSC",missing_marks,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,5.0,5.1,2.0,Write down the range of g.,ok,FUNC,,signature,high,nsc_range,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,5.0,5.2,3.0,"Determine the equation of g. (2)
53 Calculate the value of ¢.",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,5.0,5.4,2.0,"Write down the equation of f~’, the inverse of /, in the form yr...",ok,FUNC,,signature,high,nsc_inverse,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,5.0,5.5,2.0,For which values of x will f'(x)<3?,ok,FUNC,,signature,medium,nsc_interpret,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,5.0,5.6,,"Determine the point of intersection of the graphs of f and the axis of symmetry of g
that has a negative gradient. (3)
[14]
Copyright reserved Please turn over

===== Page 6 =====
Mathematics/P1 6 DBE/November 2017
NSC",missing_marks,AGEO,,signature,high,gradient,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,5.0,5.2,,"In the diagram, P(3 ; #) is a point in the Cartesian plane. OP =./34 and HOP= Bis

a reflex angle.

y
B H
x
Ba
\ PB ; £)

Without using a calculator, determine the value of:",stem,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,5.0,5.2.1,2.0,t,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,5.0,5.2.2,1.0,tan B,ok,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,5.0,5.2.3,4.0,cos 28,ok,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,5.0,5.3,,Prove:,stem,EUCL,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,5.0,5.3.1,2.0,sin(A + B)—sin(A -B) = 2cosA.sinB,ok,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,5.0,5.3.2,,"Without using a calculator, that sin77° —sin 43° = sin17° (4)

[19]

Copyright reserved Please turn over

===== Page 8 =====
Mathematics/P2 8 DBE/November 2017
NSC",missing_marks,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,6.0,6.1,5.0,"Mbali invested R10 000 for 3 years at an interest rate of r % p.a., compounded
monthly. At the end of this period, she received R12 146,72. Calculate r, correct
to ONE decimal place.",ok,FIN,,signature,high,nsc_compound,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,6.0,6.2,,"Piet takes a loan from a bank to buy a car for R235 000. He agrees‘to repay the loan
over a period of 54 months. The first instalment will be paid one month after the loan
is granted. The bank charges interest at 11% p.a., compounded monthly.",stem,FIN,,signature,high,nsc_loan,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,6.0,6.2.1,4.0,Calculate Piet's monthly instalment.,ok,FIN,,signature,high,nsc_instalment,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,6.0,6.2.2,15.0,"Calculate the total amount of interest that Piet will pay during the first
year of the repayment of the loan. (6)",ok,FIN,,signature,high,nsc_loan,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,6.0,6.1,4.0,"Draw the graph of g(x)=2sinx—-1 for the interval x €[—270°;90°] on the grid
given in your ANSWER BOOK. Show ALL the intercepts with the axes, as well as
the turning points.",ok,CALC,,struct,medium,STRUCT_CALC,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,6.0,6.2,4.0,"Let A be a point of intersection of the graphs of f and g. Show that the x-coordinate
of A satisfies the equation sin x = a 1+ v5 .
2",ok,CALC,,signature,medium,nsc_intersect_3,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p2_exam_maths,P2,6.0,6.3,,"Hence, calculate the coordinates of the points of intersection of graphs of f and g for
the interval x €[—270°; 90°]. (4)
[12]
Copyright reserved Please turn over

===== Page 9 =====
Mathematics/P2 9 DBE/November 2017
NSC",missing_marks,CALC,,signature,medium,nsc_intersect_3,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,7.0,7.1,6.0,"Given: f(x) =2x?-x
Determine f’(x) from first principles.",ok,CALC,,signature,high,nsc_first_principles,path_a,False,,,,,,,,,,,,,,,
2017,2017_nov_p1_exam_maths,P1,7.0,7.2,,Determine:,stem,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
