document_id,year,paper,document_type,source_text_file,extraction_quality,question_number,subquestion,marks,marks_all_found,question_text,question_char_count,segment_index,segmentation_status,question_id,topic,subtopic,mapping_method,rule_id,mapping_confidence,taxonomy_version,topic_v2,subtopic_v2,mapping_method_v2,mapping_confidence_v2,signature_id_v2,_source,inherited_v2
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1.2,2.0,[2],5.1.2 cos2A (2),15.0,3.0,ok,2024_nov_p2_exam_maths__Q5__5.1.2,Calculus,Cubic graphs,context_inherit,inherit_prev_subq,medium,v1.2,TRIG,,lexicon,medium,,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1.3,4.0,[4],"5.1.3 sin(A-B), if itis further given that sinB =; and 90° <B<360°

(4)",71.0,4.0,ok,2024_nov_p2_exam_maths__Q5__5.1.3,Trigonometry,Equations,rule,trig,high,v1.2,TRIG,,lexicon,medium,,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2,12.0,"[4, 12]","5.2 If cos@=p, express the following expression in terms of p:
cos( - 45°]sin{ % - 45°]
2 2
2 (4)
[12]

Copyright reserved Please turn over

Mathematics/P2 8 DBE/November 2024
NSC Confidential",192.0,5.0,ok,2024_nov_p2_exam_maths__Q5__5.2,Trigonometry,Equations,rule,trig,high,v1.2,TRIG,,lexicon,medium,,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.1,,[],6.1 Given the identity: cos(x— y)=cosxcosy +sinxsin y,53.0,1.0,ok,2024_nov_p2_exam_maths__Q6__6.1,Trigonometry,Equations,rule,trig,high,v1.2,TRIG,,signature,high,identity_proof,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.1.1,,[],"6.1.1 Use the compound angle identity given above to derive a formula for
cos(x + y).",85.0,2.0,ok,2024_nov_p2_exam_maths__Q6__6.1.1,Trigonometry,Equations,rule,trig,high,v1.2,TRIG,,signature,high,identity_proof,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.1.2,,[],"6.1.2 Hence, or otherwise, show that:
cos(90° — x)cos y + sin(— y)cos(180°+ x
( deosy Cy)eos( ) — tan(e+y)
cos x cos(360° + y)+ sin(360° — x)sin y",146.0,3.0,ok,2024_nov_p2_exam_maths__Q6__6.1.2,Trigonometry,Equations,rule,trig,high,v1.2,TRIG,,lexicon,medium,,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.2,,[],"6.2 Given: f(x)=/6sin? x —11c0s(90° + x) +7
Solve for x in the interval x e( ° 5 360°) if f(x)=2.
—_ in?",104.0,4.0,ok,2024_nov_p2_exam_maths__Q6__6.2,Algebra & Equations,Quadratic equations,rule,alg,medium,v1.2,ALG,,signature,high,nsc_solve_x,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3,,[],6.3 Consider the function: g(x) = —_,36.0,5.0,ok,2024_nov_p2_exam_maths__Q6__6.3,Algebra & Equations,Quadratic equations,context_inherit,inherit_prev_subq,medium,v1.2,,,unmapped,,,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3.1,,[],6.3.1 Calculate the maximum value of g.,39.0,6.0,ok,2024_nov_p2_exam_maths__Q6__6.3.1,Algebra & Equations,Quadratic equations,context_inherit,inherit_prev_subq,medium,v1.2,CALC,,signature,medium,nsc_maximum,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3.2,18.0,"[2, 6, 6, 1, 18]","6.3.2 Write down the smallest possible value of x for which g will have a

maximum value in the interval x e( a 360°].

Copyright reserved

Please turn over

(2)

(6)

(6)

3)

(1)
[18]

Mathematics/P2 9 DBE/November 2024
NSC Confidential",238.0,7.0,ok,2024_nov_p2_exam_maths__Q6__6.3.2,Algebra & Equations,Quadratic equations,context_inherit,inherit_prev_subq,medium,v1.2,CALC,,signature,medium,nsc_maximum,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,7.0,7.2,1.0,"[2, 1]","7.2 Write down the values of x in the interval x e[-180° ; 0°] for which f(x)<0. (2)
73 Given: g(x)=cos 2x+1
734 Write down the period of g. (1)",144.0,1.0,ok,2024_nov_p2_exam_maths__Q7__7.2,Trigonometry,Equations,rule,trig,high,v1.2,ALG,,struct,medium,STRUCT_ALG,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,7.0,7.3.2,4.0,[4],"7.3.2 On the grid given in the ANSWER BOOK, draw the graph of
g(x)=cos2x+1 for the interval x e[—180°; 180°]. Clearly show the

intercepts with the axes as well as the coordinates of the turning points. G3)
74 Use the graphs to determine the general solution of 2cos’ x—sinx=0. (4)
{11}

Copyright reserved Please turn over

Mathematics/P2 10 DBE/November 2024
NSC Confidential",377.0,2.0,ok,2024_nov_p2_exam_maths__Q7__7.3.2,Calculus,Cubic graphs,rule,calc_more,high,v1.2,TRIG,,signature,high,general_solution,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.2,7.0,[7],"8.2 Calculate how far the painter at E is from the top of the building. (7)
19]

Copyright reserved Please turn over

Mathematics/P2 ll DBE/November 2024
NSC Confidential

Provide reasons for your statements in QUESTIONS 9, 10 and 11.",234.0,2.0,ok,2024_nov_p2_exam_maths__Q8__8.2,Calculus,Cubic graphs,context_inherit,inherit_prev_subq,medium,v1.2,EUCL,,lexicon,medium,,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.2,6.0,"[4, 6]","9.2 Hence, prove that AD = DC. (4)

[6]

Copyright reserved Please turn over

Mathematics/P2 12 DBE/November 2024
NSC Confidential",130.0,2.0,ok,2024_nov_p2_exam_maths__Q9__9.2,Calculus,Cubic graphs,context_inherit,inherit_prev_subq,medium,v1.2,EUCL,,struct,medium,STRUCT_EUCL,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.1,6.0,[6],"10.1 In the diagram, ARST is drawn. Line AB intersects RS and RT at A and B
respectively such that AB || ST.

R

S T

Prove the theorem which states that a line drawn parallel to one side of a triangle divides
RB

the other two sides proportionally, i.e. ee)
AS BT (6)",268.0,1.0,ok,2024_nov_p2_exam_maths__Q10__10.1,Euclidean Geometry,Circle geometry,rule,euclid,high,v1.2,CALC,,signature,medium,nsc_intersect_3,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.2,,[],"10.2 In the diagram, O is the centre of the circle. APWS is drawn with P, W and S on
the circle. OR 1 PS. PRS is produced to T. SW and OT intersect at V.

OV: OT=1:4
P
,
S
T
W",175.0,2.0,ok,2024_nov_p2_exam_maths__Q10__10.2,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2,AGEO,,signature,high,circle_equation,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.2.1,5.0,[5],"10.2.1 Prove, with reasons, that OR : WS = 1:2 (5)",50.0,3.0,ok,2024_nov_p2_exam_maths__Q10__10.2.1,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2,EUCL,,signature,high,with_reasons,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.2.2,15.0,"[4, 15]","10.2.2 Calculate the length of PT if ST = 15 units. (4)

[15]

Copyright reserved Please turn over

Mathematics/P2",114.0,4.0,ok,2024_nov_p2_exam_maths__Q10__10.2.2,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2,FUNC,,signature,medium,nsc_length,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,11.0,11.2,,[],11.2 Prove that AG.AD = AC.AF,29.0,2.0,ok,2024_nov_p2_exam_maths__Q11__11.2,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2,EUCL,,struct,medium,STRUCT_EUCL,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,11.0,11.3,,[],11.3 Prove that AAGF ||| AABC,29.0,3.0,ok,2024_nov_p2_exam_maths__Q11__11.3,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2,EUCL,,struct,medium,STRUCT_EUCL,mapped_v1,False
2024_nov_p2_exam_maths,2024,P2,exam,data\processed\ocr\text\2024_nov_p2_exam_maths_ocr.txt,ocr_good,11.0,11.4,20.0,"[6, 4, 4, 6, 20]","11.4 Prove that GF’ =

Copyright reserved

BC.FC.AF

AD

TOTAL:

(6)
(4)
(4)
(6)
[20]

150

Mathematics/P2 DBE/November 2024
NSC Confidential
INFORMATION SHEET
pnb tvb? = 4a0
2a
A= P(l+ni) A=P(\-ni) A= P(1~i)"" A= P(i+i)""
T,=a+(n-1)d 8, = 5 Rat (n—nd]
T, =ar""! S _ alr"" -1) sr#l S,= a 3 -l<r<l
, r-l -r

pass"" =! pawl +i""

i i

_ f(x+h)- f(x)
1 =|
#@) h30 h

xX, +X, V,+yV
d=\(%,—%) +(,-¥,)° M|/——3;4
2 2
yomxte y-y, =m(x—-x,) m= 221 m=tan@
Xy —X,

(x—a) +(y-b) =r?
be
snA sinB sinC

a =b? +c? —2be.cos A

a

In AABC:

1 :
area AABC = ec Cc
sin(a + £)=sina.cos B+cosa.sin §
cos (a + B)=cosa.cos # —sina.sin B
cos’ a—sin? @
cos 2a =41-2sin? a

2cos* a1

|

n

x=

n(A)

nS)

P(A)=

poatbx

Copyright reserved

sin (a ~ £)=sina.cos B—cosa.sin 8

cos(a ~ 8) =cosa.cos f +sina.sin 8
sin 2a = 2sina@.cosa

n

> (x; ~ x)’

— Jeb

co?

n

P(A or B) = P(A) + P(B) — P(A and B)

Xe -¥ky-Y)

po ews
Si@e- xy",896.0,4.0,ok,2024_nov_p2_exam_maths__Q11__11.4,Trigonometry,Equations,rule,trig,high,v1.2,EUCL,,struct,medium,STRUCT_EUCL,mapped_v1,False
