year,question_number,question_title,error_text_raw,error_text_summary,source,qualitative_severity,topic
2024,2.0,PATTERNS,(b) Many candidates did not recognise that the linear pattern given in Q2.2.1 was the first difference of the quadratic pattern which would help them determine the required term value in the quadratic pattern. A large number of candidates used their answer in Q2.2.2 to calculate the answer for Q2.2.1; or they calculated the general term of the quadratic pattern in both Q2.2.1 and Q2.2.2.,,DBE diagnostic,moderate_language,Number Patterns & Sequences
2024,3.0,PATTERNS,"(a) A large majority of the candidates interpreted Q3.2 as requiring the sum of the first 10 radii and not the areas of the first 10 circles as required by the question. Those who did understand that the sum of the areas of the first 10 circles was required, omitted  in their solution or did not calculate the new ratio of the geometric sequence formed by 1 the areas of the circles to be . 4",,DBE diagnostic,mentioned,Number Patterns & Sequences
2024,3.0,PATTERNS,"(b) The lack of understanding when reading contributed to many candidates not answering Q3.3 well. Candidates incorrectly equated the general term of the radii with the 𝑛−1 1 3 diameter [6( ) = ]. Added to this, exponential laws were incorrectly applied. 2 128 𝑛−1 This meant candidates simplified 12( 1 ) = 3 to 6𝑛−1 = 3 . 2 128 128",,DBE diagnostic,moderate_language,Number Patterns & Sequences
2024,4.0,FUNCTIONS (EXPONENTIAL FUNCTION),"(a) Candidates struggled to correctly answer the range of the exponential function in Q4.2, which meant their answer was incorrectly written as 𝑦 ∈ R ;𝑦 ≠ −1.",,DBE diagnostic,severe_language,Functions & Graphs
2024,4.0,FUNCTIONS (EXPONENTIAL FUNCTION),(b) A fair number of candidates drew a hyperbola in Q4.3. This showed a lack of understanding of the format of the equation of the function provided in the stem of Q4. National Senior Certificate 223 Diagnostic Report 2024 – Part 1 Mathematics The asymptote was not necessarily labelled or the drawn graph crossed through its asymptote. 19,,DBE diagnostic,mentioned,Functions & Graphs
2024,4.0,FUNCTIONS (EXPONENTIAL FUNCTION),"(c) Many candidates did not solve for 'x' when 𝑦 = which led them to assume that 8 x = 0. Secondly, the coordinates of the image of C were not answered well as candidates reflected the point over the x-axis, y-axis or the line y = –x.",,DBE diagnostic,moderate_language,Functions & Graphs
2024,5.0,FUNCTIONS (HYPERBOLA),"(a) In Q5.1, many candidates wrote 𝑝 = 1 which could be attributed to the form of the 𝑎 hyperbola being given as 𝑦 = +𝑞. The other incorrect answer from candidates was 𝑥+𝑝 x = –1.",,DBE diagnostic,moderate_language,Functions & Graphs
2024,5.0,FUNCTIONS (HYPERBOLA),"(b) Q5.2 required candidates to calculate the value of the horizontal asymptote. Candidates who incorrectly answered this question wrote down the answer of y = –3, taking the value of y from the equation of the straight line. Candidates did not realise that the y-value of the point of intersection of the vertical asymptote and the straight line, g, was the equation of the horizontal asymptote.",,DBE diagnostic,moderate_language,Functions & Graphs
2024,5.0,FUNCTIONS (HYPERBOLA),"(c) In Q5.3, some candidates arrived at a positive answer for a.",,DBE diagnostic,moderate_language,Functions & Graphs
2024,5.0,FUNCTIONS (HYPERBOLA),"(d) Q5.4 was poorly answered by many candidates because they tried to solve a rational inequality, or they omitted the vertical asymptote from their solution.",,DBE diagnostic,severe_language,Functions & Graphs
2024,5.0,FUNCTIONS (HYPERBOLA),"(e) Q5.5, a problem-solving question, was not well answered by the majority of candidates. Many candidates had difficulty in interpreting the question and indicated 'reflection over the line y = x' as the answer. This was incorrect.",,DBE diagnostic,moderate_language,Functions & Graphs
2024,6.0,FUNCTIONS (PARABOLA & STRAIGHT LINE),(a) It was a common error for candidates to use the equation given in the question to 'prove' that this was the equation of the straight line in Q6.2.,,DBE diagnostic,moderate_language,Functions & Graphs
2024,6.0,FUNCTIONS (PARABOLA & STRAIGHT LINE),"(b) In Q6.3 many candidates failed to create an expression for the vertical length EH. They attempted to solve the equation 𝑓(𝑥)−𝑔(𝑥)= 0 as a minimum and maximum equation. Conceptually, candidates did not realise this calculated the points of intersection of the graphs f and g.",,DBE diagnostic,severe_language,Functions & Graphs
2024,6.0,FUNCTIONS (PARABOLA & STRAIGHT LINE),"(c) Q6.4 was poorly answered by the majority of the candidates as it integrated concepts of functions, calculus and algebraic manipulation. Added to this, candidates incorrectly assumed that the point E will be the point of contact of the tangent g and the function k. Candidates also assumed that C and E lie on the same horizontal line. Even though this is a fact, it was an assumption as this information was not provided in the question.",,DBE diagnostic,severe_language,Functions & Graphs
2024,6.0,FUNCTIONS (PARABOLA & STRAIGHT LINE),"(d) Candidates who did not know that they should use gradient to answer Q6.4, incorrectly differentiated each term that had a variable, irrespective of whether that variable was x or m. They failed not realise that m should have been treated as a constant in this instance.",,DBE diagnostic,moderate_language,Functions & Graphs
2024,7.0,FINANCE,"(a) In Q7.1 the common errors were 𝐴 = 5000(1+ ) which omitted the 100 16 6,8 understanding of quarterly compounding or 𝐴 = 5000(1+ ) which failed to 400 account for the number of quarters in 16 years.",,DBE diagnostic,severe_language,Finance
2024,7.0,FINANCE,(b) A common error in Q7.2 was that candidates used the reducing-balance depreciation method as they did not realise that the straight-line depreciation was linked to the simple interest formula.,,DBE diagnostic,moderate_language,Finance
2024,7.0,FINANCE,"(c) A number of candidates over-complicated Q7.3.1 and used an annuity formula, which showed a lack of understanding of the difference between interest on a loan and the interest rate charged on a loan. Their responses highlighted a lack of understanding of the total monies paid out when paying back a loan.",,DBE diagnostic,mentioned,Finance
2024,7.0,FINANCE,(d) Q7.3.2 was poorly answered by the majority of the candidates. The question involved reading for understanding and multiple steps to the solution. A large number of candidates left out this question.,,DBE diagnostic,severe_language,Finance
2024,8.0,CALCULUS & INVERSE FUNCTIONS,(a) A common error by some candidates in Q8.1.2 was not working with the negative and 3 rational exponent correctly. Candidates incorrectly changed the surd term to−𝑥7.,,DBE diagnostic,moderate_language,Functions & Graphs
2024,8.0,CALCULUS & INVERSE FUNCTIONS,"(b) In Q8.2 many candidates were unable to calculate the gradient of the function at the point where x = 2 or they did not calculate the point of contact of the function and the tangent, they used the y-intercept instead of f.",,DBE diagnostic,severe_language,Functions & Graphs
2024,8.0,CALCULUS & INVERSE FUNCTIONS,"(c) As mentioned in previous reports, the most common errors in the first principles question Q8.3.1 were incorrect notations.",,DBE diagnostic,moderate_language,Functions & Graphs
2024,8.0,CALCULUS & INVERSE FUNCTIONS,(d) Many candidates merely found the equation of the inverse function of f instead of writing down the restriction in Q8.3.2. Those who did write down a restriction indicated x < 0 or x > 0 where the equality was omitted from the restriction.,,DBE diagnostic,moderate_language,Functions & Graphs
2024,8.0,CALCULUS & INVERSE FUNCTIONS,"(e) In Q8.3.3 many candidates were unaware that there were two possible solutions of y when taking the square root of the equation 𝑦2 = − 6 , i.e. 𝑦 = ±√− 6 . Many just wrote 𝑥 𝑥 6 down 𝑦 = √− as the solution instead of choosing the negative root. 𝑥",,DBE diagnostic,moderate_language,Functions & Graphs
2024,8.0,CALCULUS & INVERSE FUNCTIONS,"(f) Another common error made by some candidates when solving for y in Q8.3.3, was to 6 6 incorrectly write their answer as 𝑦 =−√ instead of 𝑦 = √− . These candidates were 𝑥 𝑥 confused about the placement of the negative sign because they were taught that you cannot determine the square root a negative number.",,DBE diagnostic,moderate_language,Functions & Graphs
2024,8.0,CALCULUS & INVERSE FUNCTIONS,"(g) In Q8.3.3 some candidates, after swapping the x and y in the equation, incorrectly used the logarithms to isolate y. This led them to 𝑥 = −6𝑦2 then 𝑦 = 𝑙𝑜𝑔𝑥2. 6",,DBE diagnostic,moderate_language,Functions & Graphs
2024,10.0,CALCULUS (OPTIMISATION),(a) In Q10.1 most candidates equated the speed to 0 and solved. This led to −3𝑡2+18𝑡 =0 −3𝑡(𝑡−6) = 0 𝑡 = 0 or 𝑡 = 6,,DBE diagnostic,mentioned,Calculus
2024,10.0,CALCULUS (OPTIMISATION),(b) Some candidates calculated the second derivative but did not explicitly set it equal to zero in Q10.1.,,DBE diagnostic,moderate_language,Calculus
2024,10.0,CALCULUS (OPTIMISATION),(c) In Q10.2 most candidates did not recognise that the distance was represented by 𝑠(𝑡) which is the function from which 𝑠/(𝑡) is derived. distance,,DBE diagnostic,mentioned,Calculus
2024,10.0,CALCULUS (OPTIMISATION),(d) In answering Q10.2 many candidates tried to use the concept of speed= or time 𝛥𝑑 𝛥𝑠 = . 𝛥𝑡,,DBE diagnostic,moderate_language,Calculus
2024,11.0,PROBABILITY,(a) In Q11.1 many candidates failed to calculate the intersection of the three overlapping sets in the Venn diagram correctly. Many candidates used a sample space of 56 for the Venn diagram.,,DBE diagnostic,severe_language,Probability
2024,11.0,PROBABILITY,(b) Most candidates did not understand the term 'at least' in the context of probability in Q11.2. This led these candidates to adding P,,DBE diagnostic,severe_language,Probability
2024,11.0,PROBABILITY,(G) instead of using their Venn diagram to answer the question.,,DBE diagnostic,mentioned,Probability
2024,11.0,PROBABILITY,(c) In answering Q11.3 many candidates did not realise that this problem was similar to working with a contingency table. The necessary values could be found from the Venn National Senior Certificate 229 Diagnostic Report 2024 – Part 1 Mathematics diagram. A large number of candidates used the probability rule or used P(M only) x P(T only) in their calculation rather than the entire set for M and T.,,DBE diagnostic,moderate_language,Probability
2024,12.0,COUNTING PRINCIPLES,(a) In Q12.1 some candidates included the factorial in their answer to arrive incorrectly at 26! X 10! X 26! X 10!.,,DBE diagnostic,moderate_language,Unmapped
2024,12.0,COUNTING PRINCIPLES,(b) Most candidates were unable to work with the constraints placed on the calculation in Q12.2. Responses from candidates included (26 x 26 x 26) x (10 x 10 x 10); 26 x 10; 26 x 10 x 19 x 5 or they included the use of factorials in their answers.,,DBE diagnostic,severe_language,Unmapped
2024,12.0,COUNTING PRINCIPLES,(c) Many candidates were unable to calculate the percentage increase correctly in Q12.3. Other candidates did not know how to deal with the code formed being odd.,,DBE diagnostic,severe_language,Unmapped
2024,1.0,DATA HANDLING,(a) In Q1.1 to Q1.4 many candidates failed to round off their answers to the required number of places. National Senior Certificate 232 Diagnostic Report 2024 – Part 1 Mathematics,,DBE diagnostic,severe_language,Statistics
2024,1.0,DATA HANDLING,"(b) When writing the equation in Q1.1, many candidates interchanged the values of a and b. Another common error in this question was that candidates failed to round off their answers for a and b correctly to two decimal places. Some candidates did not enter the data correctly into the calculator. They arrived at answers that were close to the correct answers for a and b.",,DBE diagnostic,severe_language,Statistics
2024,1.0,DATA HANDLING,"(c) Many candidates did not round off, or rounded off incorrectly, when answering Q1.2. They gave an answer of –0,7979453714 … or –0,79 instead of 0,8.",,DBE diagnostic,moderate_language,Statistics
2024,1.0,DATA HANDLING,"(d) While several candidates substituted x = 29 correctly into the least-squares regression equation, they did not arrive at the correct answer. This was only possible if they had made mistakes when using the calculator.",,DBE diagnostic,mentioned,Statistics
2024,1.0,DATA HANDLING,(e) Many candidates showed that they lacked the skill of reading for understanding when answering Q1.4. They calculated the mean of the x-values instead of the mean of the y-values.,,DBE diagnostic,moderate_language,Statistics
2024,1.0,DATA HANDLING,"(f) Many candidates did not attempt Q1.5. Some candidates re-calculated the standard deviation but did not state how the increase in the number of push-ups influenced the standard deviation. These candidates failed to respond to the question, which pointed to candidates not being able to read for understanding.",,DBE diagnostic,severe_language,Statistics
2024,1.0,DATA HANDLING,(g) Q1.6 was answered very poorly. Many calculated the predicted value when x = 40 instead of the increase in the number of push-ups. These candidates failed to subtract 6 from the predicted value.,,DBE diagnostic,severe_language,Statistics
2024,2.0,DATA HANDLING,"(a) Many candidates gave the position of the median and not its value when answering Q2.1. Some candidates did not realise that the minor gridlines represented two units and not one unit. This led to them reading off the answers incorrectly. Some candidates calculated the position of the median incorrectly by using the formula for ungrouped 1 1 data, i.e. (𝑛+1). Instead, they should have used the formula 𝑛. A few candidates 2 2 incorrectly indicated the interval in which the median lay.",,DBE diagnostic,moderate_language,Statistics
2024,2.0,DATA HANDLING,(b) The errors listed in,,DBE diagnostic,mentioned,Statistics
2024,2.0,DATA HANDLING,(a) were made when determining the lower quartile (in Q2.2) and the interquartile range (in Q2.3). In Q2.3 some candidates subtracted the positions instead of the values of the upper and lower quartiles. A few candidates calculated the range or semi-interquartile range; neither of these were correct.,,DBE diagnostic,moderate_language,Statistics
2024,2.0,DATA HANDLING,(c) Many candidates knew how to draw the box-and-whisker diagram required in Q2.4. Some of them used values of the median and quartiles that were different to the ones that they had calculated in Q2.1 to Q2.3. These candidates were not awarded any marks.,,DBE diagnostic,moderate_language,Statistics
2024,2.0,DATA HANDLING,"(d) Candidates were able to correctly read the value at one hour from the ogive. However, they were unable to use this information to answer the question correctly. They failed to subtract 26 from 60 because they did not realise that more than one hour was to the right of 26. A few candidates incorrectly took the total number of workers to be 65 and subtracted 26 from 65. They were not awarded any marks.",,DBE diagnostic,severe_language,Statistics
2024,2.0,DATA HANDLING,"(e) Many candidates did not attempt Q2.6. This question required candidates to read with understanding and extract the relevant information from the ogive. Many candidates were unable to interpret 'part thereof' correctly. The common incorrect response was that workers who travelled for 110 minutes will be allowed 2,5 x 30 minutes = 75 minutes instead of 3 x 30 minutes = 90 minutes. A fair number of candidates had no understanding of the question and responded in the following way: 110 – 20 = 90 minutes. Although they arrived at the correct answer, they were not awarded any marks.",,DBE diagnostic,severe_language,Statistics
2024,3.0,ANALYTICAL GEOMETRY,(a) Some candidates were unable to substitute correctly into the gradient formula when answering Q3.1.,,DBE diagnostic,severe_language,Analytical Geometry
2024,3.0,ANALYTICAL GEOMETRY,(b) In Q3.2 some candidates swopped the x- and y-values around when substituting into the equation of the straight line. Other candidates substituted correctly but failed to simplify the equation correctly.,,DBE diagnostic,severe_language,Analytical Geometry
2024,3.0,ANALYTICAL GEOMETRY,(c) Some candidates incorrectly assumed that B was the midpoint of CD and used the midpoint formula to calculate the value of k when answering Q3.3.,,DBE diagnostic,moderate_language,Analytical Geometry
2024,3.0,ANALYTICAL GEOMETRY,(d) Candidates who failed to answer Q3.4 correctly used the coordinates of points other than C and D in their working or they failed to use their calculators correctly to calculate the length of CD.,,DBE diagnostic,severe_language,Analytical Geometry
2024,3.0,ANALYTICAL GEOMETRY,"(e) Although Q3.5 was well answered by most candidates, some candidates calculated the ratio of the gradients of DB and DC instead of calculating the ratio of the lengths of DB and DC. Some candidates incorrectly assumed that this question required Euclidean Geometry knowledge.",,DBE diagnostic,moderate_language,Analytical Geometry
2024,3.0,ANALYTICAL GEOMETRY,(f) Q3.6 was not well answered by most of the candidates. Very few realised that they had to use the proportionality theorem to answer the question. Many incorrectly calculated 1 the areas by using the area of triangle formula: base × height although the triangles 2 chosen were not right-angled. Some candidates wrote down the area rule incorrectly. A few candidates only substituted the length of one side in the area rule instead of two.,,DBE diagnostic,moderate_language,Analytical Geometry
2024,3.0,ANALYTICAL GEOMETRY,(g) In Q3.7 many candidates were able to establish two equations from the information given in the question but did not realise that they needed to solve these equations simultaneously. Some who attempted to solve the equations simultaneously made errors in calculations that resulted in them not being able to solve for x. A fair number of candidates assumed that the y-intercept of AD was the midpoint of AD without first proving this fact. They were not credited for making this assumption.,,DBE diagnostic,moderate_language,Analytical Geometry
2024,4.0,ANALYTICAL GEOMETRY,(a) Few candidates attempted to answer Q4.1 by using the gradient formula instead of the midpoint formula.,,DBE diagnostic,mentioned,Analytical Geometry
2024,4.0,ANALYTICAL GEOMETRY,"(b) While many candidates answered Q4.2 correctly, some candidates incorrectly used the gradient of the radius when determining the equation of the tangent. They failed to realise that the tangent was perpendicular to the radius. Some incorrectly used the 1 1 gradient of instead of − . 3 3",,DBE diagnostic,severe_language,Analytical Geometry
2024,4.0,ANALYTICAL GEOMETRY,(c) Many candidates answered Q4.3 correctly. Some worked backwards from the equation that they were required to prove. This was unacceptable and they were not awarded any marks.,,DBE diagnostic,moderate_language,Analytical Geometry
2024,4.0,ANALYTICAL GEOMETRY,(d) In Q4.4 some candidates incorrectly substituted the value of y into the equation of the tangent calculated in Q4.3 instead of the equation of the circle.,,DBE diagnostic,moderate_language,Analytical Geometry
2024,4.0,ANALYTICAL GEOMETRY,"(e) In Q4.5 many candidates did not label the angles correctly, for example, they wrote 𝑃̂ =𝐿̂, instead of LP̂𝑅 = 𝐿̂. Some candidates assumed, without proof, that PR = LR and therefore concluded that 𝐿̂ = 45°. Other candidates also assumed that 𝑅̂ = 90° without first proving it. These candidates were not awarded any marks in both instances.",,DBE diagnostic,moderate_language,Analytical Geometry
2024,4.0,ANALYTICAL GEOMETRY,"(f) Q4.6 was poorly answered by many candidates. Many candidates presented arguments that were constructed on circular reasoning. They started their responses by stating that 𝑚 ×𝑚 =−1 and used the value of 𝑚 from Q4.2 to calculate 𝑃𝑇 𝑅𝑇 𝑃𝑇 the value of 𝑚 . Thereafter, they showed that the product of the same two gradients, 𝑅𝑇 𝑚 and 𝑚 , was equal to –1. 𝑃𝑇 𝑅𝑇",,DBE diagnostic,severe_language,Analytical Geometry
2024,5.0,TRIGONOMETRY,(a) In Q5.1.1 some candidates arrived at r = –5 and did not realise that there was a mistake in their answer as r is a distance and its value cannot be negative. Other 3 candidates gave the answer as 𝑐𝑜𝑠𝐴 = . This was incorrect. 4,,DBE diagnostic,moderate_language,Trigonometry
2024,5.0,TRIGONOMETRY,"(b) In Q5.1.2 some candidates were unable to write the expansion for cos 2A correctly despite it being given in the information sheet. Instead, they incorrectly wrote the expansion for cos 2A as 2 cos A. Other candidates substituted a ratio into the place of −3 the angle, i.e. 𝑐𝑜𝑠( ). 5",,DBE diagnostic,severe_language,Trigonometry
2024,5.0,TRIGONOMETRY,(c) Q5.1.3 was not well answered as many candidates did not realise that they had to draw another sketch for 𝐵̂. Some candidates incorrectly placed 𝐵̂ in either the first or third quadrants instead of the second quadrant. Some candidates made the assumption that 𝐴̂+𝐵̂ = 90° and used co-ratios to solve the question.,,DBE diagnostic,moderate_language,Trigonometry
2024,5.0,TRIGONOMETRY,"(d) Q5.2 was poorly answered by many candidates as they failed to multiply the numerator and denominator by 2. In doing so, they would have created the expansion of the sine double angle in numerator which would have eased their simplification. Instead, many candidates expanded the numerator by using the sine and cosine compound angle expansions. They made many algebraic mistakes in the process. Some candidates incorrectly replaced 𝛼 with p instead of 𝑐𝑜𝑠𝛼 with p. They did not know the difference between the angle and the value of the ratio.",,DBE diagnostic,severe_language,Trigonometry
2024,6.0,TRIGONOMETRY,"(a) Q6.1.1 tested bookwork. However, many candidates were unable to derive the expression for 𝑐𝑜𝑠(𝑥+𝑦) using the identity for 𝑐𝑜𝑠(𝑥−𝑦). Instead, candidates merely wrote down the expansion as given in the information sheet. They did not receive any marks for their effort.",,DBE diagnostic,severe_language,Trigonometry
2024,6.0,TRIGONOMETRY,"(b) Although Q6.1.2 was well answered by many candidates, some candidates used the compound angle formulae to expand 𝑐𝑜𝑠(90°−𝑥) or 𝑠𝑖𝑛(360°−𝑥) instead of using reduction formulae. Some learners failed to show all the steps in their working. They went directly from 𝑠𝑖𝑛(−𝑦).𝑐𝑜𝑠(180°+𝑥) to 𝑠𝑖𝑛𝑦.𝑐𝑜𝑠𝑥 instead of first writing (−𝑠𝑖𝑛𝑦)(−𝑐𝑜𝑠𝑥). These candidates were penalised as they did not clearly demonstrate full understanding of the reduction formulae.",,DBE diagnostic,severe_language,Trigonometry
2024,6.0,TRIGONOMETRY,(c) The following were noted in Q6.2: some candidates equated 𝑓(𝑥) to 0 instead of 2 as given in the question. Many candidates incorrectly reduced −11𝑐𝑜𝑠(90°+𝑥) to −11𝑠𝑖𝑛𝑥 instead of 11𝑠𝑖𝑛𝑥. Some candidates failed to factorise the quadratic expression in sinx correctly. A fair number of candidates were able to factorise 6𝑠𝑖𝑛2𝑥+11𝑠𝑖𝑛𝑥+3 correctly but then incorrectly stated that 𝑥 = − 1 or 𝑥 = − 3 3 2 1 3 instead of 𝑠𝑖𝑛𝑥 = − or 𝑠𝑖𝑛𝑥 = − . Some candidates left their answers as general 3 2 solutions and not answers in the third and fourth quadrants as required.,,DBE diagnostic,severe_language,Trigonometry
2024,6.0,TRIGONOMETRY,(d) In Q6.3.1 many candidates substituted values of x into the given expression and then concluded that the maximum value of the expression occurred at x = 0. Some −𝑏 candidates incorrectly stated that the expression will have a maximum when 𝑥 = 2𝑎 −𝑏 instead of when 𝑠𝑖𝑛𝑥 = . These candidates also arrived at the answer x = 0. Many 2𝑎 candidates were unsuccessful in their attempt to calculate the derivative of the given expression. They did not apply the Chain rule correctly and omitted 𝑐𝑜𝑠𝑥 from their derivative.,,DBE diagnostic,moderate_language,Trigonometry
2024,6.0,TRIGONOMETRY,"(e) The answer to Q6.3.2 depended on calculating the answer to Q6.3.1 correctly. As a result, many candidates were unable to answer Q6.3.2 correctly. Candidates failed to notice that the value of 0 was excluded from the domain. Some candidates gave the answer as an interval without realising that the function will attain a maximum value at a single point. National Senior Certificate 238 Diagnostic Report 2024 – Part 1 Mathematics",,DBE diagnostic,severe_language,Trigonometry
2024,7.0,TRIGONOMETRY (GRAPHS),(a) In Q7.1 some candidates incorrectly gave the answer as 𝑦 = 90° or just 90° instead of 𝑥 = 90°. Many candidates ignored the domain specified and gave 𝑥 =−90° as an answer. Other candidates gave the answer as an interval. This was incorrect.,,DBE diagnostic,moderate_language,Trigonometry
2024,7.0,TRIGONOMETRY (GRAPHS),(b) Many candidates did not attempt Q7.2. Many of those who attempted this question failed to realise that 𝑥 = −180° was also a solution. Some candidates confused which of the endpoints to include. They gave the answer as 𝑥 ∈[−90° ; 0°] instead of 𝑥 ∈ (−90° ; 0°].,,DBE diagnostic,severe_language,Trigonometry
2024,7.0,TRIGONOMETRY (GRAPHS),"(c) While Q7.3.1 was well answered by most candidates, some incorrectly gave the answer as 90 or 360 while others incorrectly gave the answer as an interval 𝑥 ∈ [−180° ; 180°].",,DBE diagnostic,moderate_language,Trigonometry
2024,7.0,TRIGONOMETRY (GRAPHS),(d) When answering Q7.3.2 some candidates overlooked the vertical translation of the graph. They sketched the graph of 𝑦 = 𝑐𝑜𝑠2𝑥 and left it at that.,,DBE diagnostic,moderate_language,Trigonometry
2024,7.0,TRIGONOMETRY (GRAPHS),"(e) Most candidates could not link the equation given in Q7.4 to the equations of the graphs. Hence, they were unable to use the graphs to establish the answers. Other candidates made the link between the given equation and the graphs. However, instead of giving the general solution, they only gave the x-values for which the graphs intersected as the solution.",,DBE diagnostic,severe_language,Trigonometry
2024,8.0,TRIGONOMETRY,"(a) In Q8.1 some candidates chose the incorrect trigonometric ratio to calculate AC. They used 𝑠𝑖𝑛46,85° or 𝑐𝑜𝑠46,85° instead of 𝑡𝑎𝑛46,85°. Other candidates failed to identify the opposite and adjacent sides with reference to 46,85°. They wrote AC 16 𝑡𝑎𝑛46,85°= instead of 𝑡𝑎𝑛46,85°= . Some candidates made mistakes when 16 AC 16 making AC the subject of the formula. They rewrote 𝑡𝑎𝑛46,85°= incorrectly as AC AC = 16𝑡𝑎𝑛46,85°.",,DBE diagnostic,severe_language,Trigonometry
2024,8.0,TRIGONOMETRY,"(b) Q8.2 required candidates to perform several calculations to arrive at the answer. This proved to be beyond many candidates. Some candidates assumed that AC = BC. This led to inappropriate values for EC. Some candidates made errors when substituting into the cosine rule, especially since BC appeared in two places in the formula. Other candidates made errors in their calculations that led to distances obtained that did not match the given information.",,DBE diagnostic,moderate_language,Trigonometry
2024,9.0,EUCLIDEAN GEOMETRY,"(a) In Q9.1 many candidates assumed that ECB was a tangent to the circle. Hence, they stated that 𝐴̂ = 86° instead of 40°. Some candidates confused the cyclic quadrilateral 1 theorems and regarded the opposite angles of the cyclic quadrilateral to be equal instead of being supplementary. Other incorrect assumptions made were that 𝐶̂ was 1 the exterior angle of triangle ADC and that AB || DC and therefore the corresponding angles were equal.",,DBE diagnostic,moderate_language,Euclidean Geometry
2024,9.0,EUCLIDEAN GEOMETRY,"(b) Some candidates, in answering Q9.2, stated that 𝐶̂ = 𝐴̂ without proving it. Many 2 1 candidates incorrectly used 𝐵̂ = 1 𝐴̂ instead of 𝐴̂ = 1 𝐵̂. Some candidates incorrectly 1 1 2 2 assumed that AC was the diameter of the circle and therefore incorrectly stated that 𝐷̂ = 90°.",,DBE diagnostic,moderate_language,Euclidean Geometry
2024,10.0,EUCLIDEAN GEOMETRY,"(a) In Q10.1 some candidates did not draw the constructions nor did they state the constructions necessary to prove the theorem. Some omitted the perpendicular symbols for the heights of the triangles. These candidates were not awarded any marks. Some candidates used the incorrect heights for the triangles they were working with. Some candidates chose the incorrect triangles and therefore were unable to prove the theorem. Some learners renamed the given triangle, thereby changing the question. This was not accepted.",,DBE diagnostic,severe_language,Euclidean Geometry
2024,10.0,EUCLIDEAN GEOMETRY,"(b) When answering Q10.2.1, some candidates applied the midpoint theorem without first showing that both O and R were midpoints. Some candidates assumed that lines OR and WS were parallel in the diagram without proving that they were. The solution of many candidates lacked logic in their presentation. They presented the necessary information, but the sequence of the steps created gaps in the logic. These candidates were not awarded full marks. National Senior Certificate 241 Diagnostic Report 2024 – Part 1 Mathematics",,DBE diagnostic,moderate_language,Euclidean Geometry
2024,10.0,EUCLIDEAN GEOMETRY,"(c) Q10.2.2 was poorly answered by many candidates. Some candidates applied the proportionality theorem without first proving that OR || WS. This was considered a breakdown. Many candidates lost a mark for not stating the parallel lines in the reason 'proportionality theorem'. Some candidates chose the incorrect sides when using the proportionality theorem to calculate the length of PT. For example, they stated that PT OT = but PT was not a side of triangle ROT. PS OV",,DBE diagnostic,severe_language,Euclidean Geometry
2024,11.0,EUCLIDEAN GEOMETRY,"(a) Many candidates did not name angles in a precise and correct way when answering Q11.1. For example, they wrote 𝐹̂. In the context of this question, 𝐹̂ could refer to three different angles: 𝐹̂ or 𝐹̂ or AF̂𝐺. Some candidates stated that EÂG = Ĉ and 1 2 1 provided the reason 'tangents from a common point'. These candidates combined two steps into one. They were not credited with any marks because the reason did not correspond to the statement. Some candidates assumed that if EÂG = 𝑥, then 𝐴̂ = 𝑥 or 𝐴̂ = 𝑥. 1 2",,DBE diagnostic,moderate_language,Euclidean Geometry
2024,11.0,EUCLIDEAN GEOMETRY,"(b) In Q11.2 many candidates assumed that CD || GF and immediately started with a ratio of sides. This was not accepted as candidates had to first prove that CD ||GF. When proving that CD || GF, many provided the incorrect reasons: 'corresponding angles', 'converse corresponding angles' or 'corresponding angles present' instead of corresponding angles are equal.",,DBE diagnostic,moderate_language,Euclidean Geometry
2024,11.0,EUCLIDEAN GEOMETRY,"(c) When answering Q11.3 many candidates stated that 𝐴̂ was common. Some even stated that 𝐴̂ = 𝐴̂ and gave the reason that they were common even though these 2 3 were angles in two different triangles. When proving the two triangles similar, some candidates used the reason 'remaining angles' or 'sum of angles in triangle' for the first National Senior Certificate 242 Diagnostic Report 2024 – Part 1 Mathematics pair of equal angles. They failed to understand that remaining angles is a consequence of two other pairs of angles being equal in both triangles.",,DBE diagnostic,severe_language,Euclidean Geometry
2024,11.0,EUCLIDEAN GEOMETRY,(d) In Q11.4 most of the candidates found it challenging to correctly identify which pair of triangles they should prove similar. Some candidates were able to write down the correct proportions from the pairs of similar triangles but were unable to link these proportions to prove that GF2 = BC.FC.AF . AD,,DBE diagnostic,severe_language,Euclidean Geometry
2025,1.0,ALGEBRA,"(a) In Q1.1.2 some candidates substituted incorrect values of b and c into the quadratic formula because they had not written the equation correctly in standard form. Candidates were still unable to round off their answers correct to two decimal places. Some candidates rejected the answer of National Senior Certificate 230 Diagnostic Report 2025 – Part 1 x = − 1 , 5 4 , perhaps because the answer was a negative value.",,DBE diagnostic,severe_language,Algebra & Equations
2025,1.0,ALGEBRA,"(b) In Q1.1.3 many candidates were able to calculate the critical values but were unable to identify the correct intervals for the solution to the inequality. They provided the 1 1 following incorrect answers: 0 x  or x>0 or x> . Other candidates used the 4 4 word 'and' in the solution, which was incorrect. Notation still seemed to be problematic as some candidates left their answer as 0  x  1 4 .",,DBE diagnostic,severe_language,Algebra & Equations
